,omega,alpha,beta,gamma,x,sample,omega_wo_exo,alpha_wo_exo,beta_wo_exo,omega_with_exo,alpha_with_exo,beta_with_exo,gamma_with_exo,without_exo_MSE,with_exo_MSE,without_exo_logll,with_exo_logll,without_exo_opt_suc,with_exo_opt_suc
50,0.1,0.1,0.2,0.1,"[[], []]",0,0.22185194980348438,0.15204101782612262,0.04631528189108639,0.08760644792292349,0.13180561171893193,0.17180771147940316,0.10757340265108763,0.019664821715523195,0.000809811782278228,-917.9109111900644,-847.1758480881273,True,True
51,0.1,0.1,0.2,0.1,"[[], []]",1,0.1981639047476261,0.17618743302585216,0.1433364181719647,0.08515438918422644,0.11788922840377736,0.3016654204253409,0.08773789030688002,0.02231137866671375,0.0011922037291009723,-946.2590838997548,-908.1920474922457,True,True
52,0.1,0.1,0.2,0.1,"[[], []]",2,0.18920844667850167,0.1581352798270044,0.19035931666019837,0.12334731443383333,0.15038641718425874,0.05114195700382279,0.1066543474890634,0.023111663628251657,0.001253045270302702,-945.2751120462542,-877.8752403910861,True,True
53,0.1,0.1,0.2,0.1,"[[], []]",3,0.15802009963941208,0.11829720005933704,0.31554743549325565,0.10774436641964608,0.1163368850823517,0.20667323640792704,0.0778106632348879,0.021622976210668957,0.0016314555518257379,-926.9416566793302,-884.1110746166925,True,True
54,0.1,0.1,0.2,0.1,"[[], []]",4,0.09150980023705907,0.05911950678605798,0.5795481524966082,0.06374871418570453,0.06388667808883143,0.3244210584272008,0.10111262906848147,0.019152460543778352,0.0012113239484433413,-875.6259206163331,-820.4435980299734,True,True
55,0.1,0.1,0.2,0.1,"[[], []]",5,0.18351379106321403,0.2482811132126544,0.1434503999664373,0.1248695820820968,0.1180780206090759,0.09229821301069828,0.10018454669006135,0.029260458139893853,0.0007519294733742957,-943.9446149251756,-882.042868985196,True,True
56,0.1,0.1,0.2,0.1,"[[], []]",6,0.20595009720911445,0.043984734940937804,0.16095541490230866,0.11980542176538166,0.022976963502108604,0.19522500676770022,0.09038530826818661,0.018935464054100418,0.001969131798487577,-891.2076510784216,-846.7650081205273,True,True
57,0.1,0.1,0.2,0.1,"[[], []]",7,0.2690441311636344,0.06280480340837281,0.00014243383598206628,0.14504549425360208,0.06202048154542436,0.055014540977790495,0.10935234886582963,0.019598050414030458,0.0019961210716005697,-950.8586730835253,-887.318305443157,True,True
58,0.1,0.1,0.2,0.1,"[[], []]",8,0.20779558019546324,0.07237494208772703,0.18628978594826007,0.091495094702413,0.04192413618844815,0.32654264923941306,0.08187050411778314,0.022716876335036343,0.002000831431099923,-936.4820928332417,-887.5466294801969,True,True
59,0.1,0.1,0.2,0.1,"[[], []]",9,0.22314488340835612,0.17122217302403472,0.10393625063054193,0.12113703652991055,0.09208689420933688,0.09498845626381727,0.12448087780317581,0.02158663166897229,0.0020304669321083045,-976.0338194051268,-912.10940026279,True,True
60,0.1,0.1,0.2,0.1,"[[], []]",10,0.04592104479328618,0.029082662103378835,0.7947636918959435,0.11469398509644217,0.05561144806841424,0.14749104592717535,0.09955984771513736,0.019957397680870834,0.0012579085030590357,-893.7141564994836,-832.1610880928117,True,True
61,0.1,0.1,0.2,0.1,"[[], []]",11,0.25813873954041505,0.129946923429019,0.00044875709411633716,0.0995082316922326,0.09104051090459114,0.2467566641008928,0.0948814080023856,0.020237971834172162,0.0005555184053669105,-965.096157466435,-916.9898212792843,True,True
62,0.1,0.1,0.2,0.1,"[[], []]",12,0.23047205200027518,0.15108087416213214,0.012512313663084935,0.0833728432384362,0.09138407279775743,0.2678281657487403,0.09040481309851406,0.023103954557551876,0.0008975351507888566,-916.0359245126009,-863.8671404623564,True,True
63,0.1,0.1,0.2,0.1,"[[], []]",13,0.20700588308171558,0.08400752763180974,0.18553515877606905,0.13105058970918507,0.11135007951302257,0.006230403195117209,0.12316515692768053,0.019295364704406945,0.0022299856712461605,-941.3725757622788,-867.4245367766097,True,True
64,0.1,0.1,0.2,0.1,"[[], []]",14,0.13905876956194543,0.12168851240818089,0.41164449770409084,0.08642306344126763,0.14274271377853226,0.22018050469840286,0.0973586292810999,0.023223105942191142,0.0010737689619872719,-963.3762156557558,-898.3230335717258,True,True
65,0.1,0.1,0.2,0.1,"[[], []]",15,0.18423501062672057,0.16040552111646328,0.18827558693137847,0.0905360513758196,0.12248840682026253,0.2132925066829253,0.09550314840897535,0.02215943694665368,0.0006646084860845649,-928.8528207233152,-877.9053452824431,True,True
66,0.1,0.1,0.2,0.1,"[[], []]",16,0.13659844485672482,0.15365024013359493,0.4015689757129357,0.09102638384923455,0.1500252518237633,0.31648871874889895,0.07512264006038606,0.021252533312905292,0.003480016335122767,-977.1904051672462,-944.2776096824011,True,True
67,0.1,0.1,0.2,0.1,"[[], []]",17,0.26196639523558896,0.10456487164273373,0.00026807654114799036,0.10198288542218391,0.0831943390630258,0.20389162468370414,0.10352244924009209,0.026103750883158416,0.0005503086820252895,-958.5877975868473,-900.7956672996947,True,True
68,0.1,0.1,0.2,0.1,"[[], []]",18,0.21269363532600968,0.048707017011675846,0.21397830082056912,0.10028429558646826,0.07743293554103742,0.23246996486590388,0.09557239180745121,0.02465348128080347,0.0005937829150322221,-955.4134969017879,-903.405473250105,True,True
69,0.1,0.1,0.2,0.1,"[[], []]",19,0.11638825798592209,0.1582834879354284,0.4744800010120189,0.12645405154488035,0.17487340586712583,0.1863157882037725,0.07766419571178947,0.02500907518800739,0.0037608560656420707,-991.1359589468316,-967.0981323672862,True,True
70,0.1,0.1,0.2,0.1,"[[], []]",20,0.19844437025637413,0.10684977532521378,0.1833934372589168,0.1008451655808349,0.06549829106393325,0.24125663773342823,0.09342795297605286,0.017835401078341553,0.0008396848765270523,-930.3649199020488,-883.728348710712,True,True
71,0.1,0.1,0.2,0.1,"[[], []]",21,0.23763228971337166,0.10356707597688077,0.053205307888810185,0.09912186449237673,0.07462574022449113,0.20085273618086008,0.10601964090542394,0.02119038880810653,0.0006900693307271022,-936.1299972339486,-874.4170759718063,True,True
72,0.1,0.1,0.2,0.1,"[[], []]",22,0.22832163136770392,0.12659063936221734,0.031017362010866172,0.1236721956947432,0.07847848908481211,0.12368249404638836,0.08374548897945383,0.024912376448056495,0.0022415709830601377,-910.4658270310337,-858.1689022700734,True,True
73,0.1,0.1,0.2,0.1,"[[], []]",23,0.20474991021504466,0.07780921525460588,0.19807072112026358,0.11846364355172748,0.0747477100760176,0.12326259635567509,0.11264706814772187,0.020301198673283335,0.0010545523380847569,-940.5609602837512,-886.6710842796755,True,True
74,0.1,0.1,0.2,0.1,"[[], []]",24,0.19593474132313152,0.08230778957968693,0.19712115287205087,0.10996166006702443,0.07735917259448706,0.16950389604151267,0.08832478818265982,0.02149447554690742,0.0014701457666031915,-916.0450173219242,-857.2956281601759,True,True
75,0.1,0.1,0.2,0.1,"[[], []]",25,0.2191707876800215,0.050105153652253175,0.19666223179372525,0.14211449859825048,0.11406651249906734,0.02527178568480192,0.09520040832640336,0.029830538946911248,0.001515283514102287,-960.1264808497913,-884.7017718714347,True,True
76,0.1,0.1,0.2,0.1,"[[], []]",26,0.2265516095715627,0.07652176697884668,0.17477908546445017,0.10999974986145625,0.03452870532973359,0.19585757230106818,0.11818325819383067,0.021315652510323465,0.0025006636285135136,-981.4451626264188,-900.7034940551264,True,True
77,0.1,0.1,0.2,0.1,"[[], []]",27,0.18980673302899745,0.08487882796742909,0.16772698391559082,0.08857732225045323,0.07996618878693014,0.19805537527412914,0.09305740958008483,0.024026013885786714,0.0016025226312993658,-875.9927131776741,-817.7141529267888,True,True
78,0.1,0.1,0.2,0.1,"[[], []]",28,0.2221623403777717,0.15650309725805184,0.0822112797469421,0.11255057722477434,0.13405553458097244,0.1708362682586648,0.09533642875727735,0.023301532087478878,0.000858984114381626,-950.0360124328482,-910.1459048399968,True,True
79,0.1,0.1,0.2,0.1,"[[], []]",29,0.20865945300983313,0.10598449589347424,0.18169379433671018,0.07129500512659843,0.09078900307759846,0.29310851666568777,0.10513629547802934,0.02175562113138271,0.0007999281283733788,-958.2945569342714,-881.1666325602085,True,True
80,0.1,0.1,0.2,0.1,"[[], []]",30,0.19172955544313217,0.11487275548705222,0.18117255732375384,0.08165970902835863,0.05101015006559948,0.2848845637426459,0.10159445229314897,0.020360919561236153,0.0010482598772419865,-913.5404687531964,-854.8738620567362,True,True
81,0.1,0.1,0.2,0.1,"[[], []]",31,0.09159784117198722,0.07980671578133278,0.586625512112522,0.09142978021685878,0.08943187184698294,0.20416907288295486,0.10207662981467744,0.02033807642208071,0.0005951783948402221,-920.4233988522549,-866.3254281220497,True,True
82,0.1,0.1,0.2,0.1,"[[], []]",32,0.10773303837763279,0.06453302774366133,0.5804147146747298,0.09986967926448145,0.08581293854334224,0.25544199640842685,0.10647995507855267,0.019167206618579482,0.0011543075962895536,-983.0609574986746,-939.2629200526482,True,True
83,0.1,0.1,0.2,0.1,"[[], []]",33,0.13921769159735775,0.11316826083682904,0.3971472903216704,0.09218915466617099,0.09388791169353868,0.2389073351307512,0.1041154098167093,0.018305393482512963,0.0005632162010765929,-937.1090722885895,-881.9968776168544,True,True
84,0.1,0.1,0.2,0.1,"[[], []]",34,0.18226761858992696,0.149450978500911,0.19851418534543755,0.1109690334123323,0.15118357988370631,0.1774661490709392,0.08047986809960515,0.017895104636839975,0.0015993908461616505,-924.3639249080466,-892.3373461312342,True,True
85,0.1,0.1,0.2,0.1,"[[], []]",35,0.20941123599109343,0.13708631741327915,0.19043120677971398,0.10088069597737631,0.11113941311595885,0.19112515489162768,0.11232692335870602,0.021795439800333476,0.0011008131141403154,-990.1821875078411,-922.138687911533,True,True
86,0.1,0.1,0.2,0.1,"[[], []]",36,0.22260098559326683,0.09039046178806769,0.18747968603048706,0.09760839718399619,0.10044281380140845,0.17200136519239748,0.12471886762508669,0.022567557246100597,0.0020384283727768304,-990.866511610188,-921.7860745662437,True,True
87,0.1,0.1,0.2,0.1,"[[], []]",37,0.2084221341628353,0.21873880805759177,0.011092167527351144,0.13004346645941647,0.1749124325558011,5.185039712003155e-06,0.09066916121986208,0.02127025907927168,0.0023036528070774966,-891.1928374896146,-838.352712981801,True,True
88,0.1,0.1,0.2,0.1,"[[], []]",38,0.16605097811996616,0.11261967408290154,0.3403459982876156,0.1102249167511834,0.09989337972158635,0.2033560069244808,0.09943907960965766,0.021728602222778715,0.0005979174197688125,-978.0764001608633,-923.6344464008736,True,True
89,0.1,0.1,0.2,0.1,"[[], []]",39,0.08886956004466189,0.12071029529095535,0.5912322019436514,0.10954551042361707,0.1502608689760123,0.1415052446713533,0.10660617004611082,0.022781425312926186,0.0013339780362094924,-979.9695335015248,-925.8516798100358,True,True
90,0.1,0.1,0.2,0.1,"[[], []]",40,0.1882426192967293,0.15591321212164738,0.18956007578638703,0.10068652383670947,0.13081944664035036,0.12600534909700806,0.11494117028734331,0.022229671730818516,0.0011611264308916775,-938.4201808774071,-870.9615865748463,True,True
91,0.1,0.1,0.2,0.1,"[[], []]",41,0.11506795509485107,0.10875222991639769,0.537745513628074,0.07672908136828091,0.11985645641746216,0.30862578177911515,0.10573353904728859,0.02145767170379068,0.002275134155540948,-1017.1533569520724,-950.2382843497301,True,True
92,0.1,0.1,0.2,0.1,"[[], []]",42,0.10968020264490455,0.09852204971276625,0.4850112213362407,0.0836470010012793,0.09439871265703248,0.32530664018459227,0.0701371977956129,0.021086552195685167,0.0026039668407752295,-893.3729531346947,-855.4799778118564,True,True
93,0.1,0.1,0.2,0.1,"[[], []]",43,0.2191745145428019,0.19121946739970141,5.439720376058128e-05,0.08688976158449918,0.13857091672071117,0.22046667529112302,0.08777292147064204,0.020198863162583583,0.00123603040858877,-900.52331010559,-853.1335430404492,True,True
94,0.1,0.1,0.2,0.1,"[[], []]",44,0.20087816936662842,0.10814896099705973,0.18289081350335892,0.10816699283555392,0.05723347011594599,0.2399225326479344,0.08939850458086489,0.021054719338827667,0.0010953232054876961,-939.2369025877359,-892.578019721917,True,True
95,0.1,0.1,0.2,0.1,"[[], []]",45,0.25747357149806954,0.09545639398082913,0.00041951783415032276,0.11632230264482715,0.09727527141969224,0.19356586952767033,0.08925772738326221,0.02024519937037683,0.0006920946770628235,-943.6702234581301,-902.3711824819893,True,True
96,0.1,0.1,0.2,0.1,"[[], []]",46,0.21437820167611693,0.1418146584248909,0.1307504429724163,0.09404124329947335,0.08682693798950378,0.2646223318774773,0.09389559336342486,0.02338465937593288,0.0006641597058087517,-960.166193884395,-910.7155113597568,True,True
97,0.1,0.1,0.2,0.1,"[[], []]",47,0.1314239624326157,0.1143868197314757,0.41764323265465386,0.08463572569944115,0.1191241787780177,0.2943642381222106,0.0818056968783451,0.018390451817346824,0.0013187691943542079,-930.0062295298279,-885.5637161200572,True,True
98,0.1,0.1,0.2,0.1,"[[], []]",48,0.18356845465762933,0.200815251857444,0.19421482986192112,0.08755133967535948,0.12776819416207835,0.21158591933774903,0.09689640423653902,0.03257312686667447,0.0008233536992145336,-958.6249342306457,-887.0602852681656,True,True
99,0.1,0.1,0.2,0.1,"[[], []]",49,0.254556686479912,0.1317925936713522,0.0022744856322286884,0.08257298426259053,0.08884782728771057,0.291368122808429,0.099697147506803,0.024881341667586102,0.0007379954075887315,-957.6626324275367,-906.1403519136501,True,True
100,0.1,0.1,0.2,0.25,"[[], []]",0,0.4049969421097056,0.15955058703523697,0.00806230306040624,0.08866266058048651,0.12340822370742328,0.17320441961789765,0.2554114088031292,0.11946871289862457,0.0008503890926770211,-1251.4730139249025,-1114.6431567152272,True,True
101,0.1,0.1,0.2,0.25,"[[], []]",1,0.3203039194751041,0.20143255031462784,0.15814584607001073,0.08288826406989439,0.1181627637140036,0.27762102606551176,0.2317293733289829,0.13548389028831917,0.0025784391801530015,-1263.6182184079205,-1174.4434397756897,True,True
102,0.1,0.1,0.2,0.25,"[[], []]",2,0.37348395466348283,0.18269798451559682,0.08676041340889684,0.1260952844684318,0.14713143055043137,0.09244458674731686,0.2538139310652507,0.14059576381846198,0.002387523403278649,-1277.7639569275523,-1147.3179207812916,True,True
103,0.1,0.1,0.2,0.25,"[[], []]",3,0.2695801760204519,0.12041940518929421,0.32258096883863524,0.11809242437567671,0.11366371711976297,0.19486560960940824,0.20819899939759365,0.1324739830881612,0.0046541488082586235,-1255.2808974004254,-1159.3777956249362,True,True
104,0.1,0.1,0.2,0.25,"[[], []]",4,0.16605720929291376,0.06821722653449984,0.5519665849730536,0.0599762083628811,0.06493186408686422,0.2803914342078028,0.25338927309998555,0.11349015614527341,0.0017829013706912348,-1201.0619165861724,-1084.8722782595617,True,True
105,0.1,0.1,0.2,0.25,"[[], []]",5,0.31545691292945655,0.29892454879080144,0.120234119533243,0.1323014465931941,0.10815592837457969,0.12907738491480292,0.24244380531959311,0.19700229740350367,0.001205928401394196,-1272.7104624030083,-1152.0721610567596,True,True
106,0.1,0.1,0.2,0.25,"[[], []]",6,0.3304335225128031,0.057019056267643045,0.19245572966818222,0.12341095706285143,0.022279956102243367,0.21889750373234348,0.22987028024906264,0.11256292882406067,0.005771397841863329,-1207.8252935272571,-1108.664781281116,True,True
107,0.1,0.1,0.2,0.25,"[[], []]",7,0.4638756604958913,0.07144970430080075,6.593467824800391e-05,0.1467422341391311,0.05913914955000861,0.11229107360153585,0.2698259992574141,0.11683113142942993,0.00632902225538987,-1281.0851924227645,-1156.73862591637,True,True
108,0.1,0.1,0.2,0.25,"[[], []]",8,0.34033225159186214,0.09299921138623904,0.21156465294504248,0.09809310825247657,0.056228814177700454,0.28930874614254637,0.21228173787171487,0.13650245453082197,0.005169737318032528,-1267.4320374370482,-1162.9804798652183,True,True
109,0.1,0.1,0.2,0.25,"[[], []]",9,0.39828475693217713,0.19325105992943298,0.07970761575344558,0.11262103317050011,0.08951146777501454,0.14192854310112804,0.29774186600905844,0.13157558269048497,0.00595263440030218,-1314.097656796981,-1187.5158401792326,True,True
110,0.1,0.1,0.2,0.25,"[[], []]",10,0.09195594393268035,0.045511816650073186,0.7501199765093135,0.11637088469197399,0.0629480720053401,0.16874174039506043,0.24407040036905067,0.11729953423009924,0.002690293457550514,-1217.3812621616482,-1092.7176052314917,True,True
111,0.1,0.1,0.2,0.25,"[[], []]",11,0.442862344487041,0.14403983131495632,0.0002393334789556405,0.10260705752551434,0.09144220276303285,0.23150524058455285,0.2426298300543637,0.12308070251332703,0.00046638324127312204,-1294.7909091599327,-1190.868250384179,True,True
112,0.1,0.1,0.2,0.25,"[[], []]",12,0.38197392450316003,0.1752029039903696,0.03770826642816209,0.0788694210894405,0.09713764512711881,0.25091675487584447,0.23188071919800032,0.14104881214874282,0.001627492317357009,-1247.8770380325636,-1139.4192629839827,True,True
113,0.1,0.1,0.2,0.25,"[[], []]",13,0.34715746253218155,0.0885112588474316,0.21340277981609887,0.13240343865198773,0.10879301945215769,0.05970824089151372,0.2878243295810752,0.11754036801841385,0.005134973381544781,-1276.711556426049,-1138.9664621124307,True,True
114,0.1,0.1,0.2,0.25,"[[], []]",14,0.3299846464829541,0.14286503466702372,0.23546041870782597,0.08827868401495181,0.1424347484664983,0.20231265257645062,0.24178034587937325,0.14087602520377795,0.0025149064132927385,-1305.1816812917355,-1176.910110425913,True,True
115,0.1,0.1,0.2,0.25,"[[], []]",15,0.36538588213937445,0.1849563975804024,0.07894622069581257,0.09013571446348491,0.11252723785315501,0.21488610571412073,0.2383535408515937,0.13474255942983854,0.0008238978193076631,-1259.643298321512,-1153.5177250117827,True,True
116,0.1,0.1,0.2,0.25,"[[], []]",16,0.2305262891112646,0.16226408875202447,0.3978671087405945,0.09852197878432836,0.1540090219193431,0.2793836492120793,0.20375610949628567,0.12406681542970442,0.010396533120998287,-1291.705803860842,-1211.8894901790495,True,True
117,0.1,0.1,0.2,0.25,"[[], []]",17,0.45856776679162425,0.10944519020557977,0.00029644313362921194,0.0995515986102295,0.08260948890974122,0.21293797716292223,0.25570200635637774,0.16006898584345147,0.0006133447633530882,-1295.4787962651,-1176.3366158017336,True,True
118,0.1,0.1,0.2,0.25,"[[], []]",18,0.23185591541553807,0.06061048901858948,0.4828575628412428,0.10255507125020862,0.08998730072088448,0.21190486653025928,0.24486170012673975,0.14904896885937077,0.0003562555935139712,-1292.1031782683554,-1183.0047207912282,True,True
119,0.1,0.1,0.2,0.25,"[[], []]",19,0.20338824373639305,0.16810023376446181,0.4551567380381387,0.13647761615123788,0.1775853366227205,0.1656359779615075,0.22776605309214143,0.14334674167507766,0.008312972730934669,-1305.4833687799987,-1237.6390540705047,True,True
120,0.1,0.1,0.2,0.25,"[[], []]",20,0.3213313894880461,0.12246112947552105,0.21615207308778678,0.09649043518307815,0.06312262315875555,0.248466625909424,0.24082536142461913,0.10902135969617402,0.0016290001278900527,-1257.6672661175028,-1156.10666890388,True,True
121,0.1,0.1,0.2,0.25,"[[], []]",21,0.4210535080052415,0.13653375212286395,0.013410545260248494,0.10407585489224504,0.08433702757721737,0.18349312602859474,0.2591923111384667,0.12896526995221821,0.0007279329238068005,-1268.4444336326992,-1145.9407696492372,True,True
122,0.1,0.1,0.2,0.25,"[[], []]",22,0.4088408265173515,0.1432317020109596,0.0004705602223628591,0.13216703925462642,0.07597716249522916,0.15166217938662088,0.21347311806198016,0.15147381236656968,0.00804385056211937,-1245.8833741807412,-1135.9435914377057,True,True
123,0.1,0.1,0.2,0.25,"[[], []]",23,0.155627798819948,0.07352750052033011,0.6110003110268506,0.11293629175319586,0.08339370389218684,0.14803440433755963,0.2791223060481286,0.12409341060953558,0.002473040460352273,-1270.3171350297675,-1158.589633156028,True,True
124,0.1,0.1,0.2,0.25,"[[], []]",24,0.19923898206643073,0.09069259478203215,0.49583638729813995,0.11515524767339251,0.08281163029011751,0.17445954758209392,0.22510540495003892,0.13061281446598902,0.004007869658497021,-1252.8284955435738,-1136.7122685344023,True,True
125,0.1,0.1,0.2,0.25,"[[], []]",25,0.37443555904775844,0.05613635909960858,0.2224918142223147,0.1490469939860162,0.11903612106310839,0.07329007904139255,0.2361262440258731,0.18086724398827864,0.0040812112157144545,-1305.8897382355512,-1161.827143336866,True,True
126,0.1,0.1,0.2,0.25,"[[], []]",26,0.48389631893535184,0.09922080605595487,0.0012066836708449931,0.11034235130720281,0.03920732613950836,0.21602552791799934,0.27361819237079166,0.12838178574756973,0.006053680655809112,-1322.3079769597457,-1173.4599085461998,True,True
127,0.1,0.1,0.2,0.25,"[[], []]",27,0.31687681974730597,0.09590791339695581,0.19580008203685825,0.08658432405354363,0.08032940024371318,0.200979257160632,0.23107822637928616,0.143722126935109,0.004090116712887427,-1213.0992291846744,-1094.1284822011696,True,True
128,0.1,0.1,0.2,0.25,"[[], []]",28,0.36560757635835334,0.17112187938115458,0.10219347266019209,0.10422808651427355,0.1287037959350159,0.19858555543680953,0.2489026628921918,0.14179261347213307,0.0013266113502476949,-1271.2596837307024,-1177.9930985803703,True,True
129,0.1,0.1,0.2,0.25,"[[], []]",29,0.3971740012212149,0.1209228105647598,0.11848503845716069,0.07008667355026107,0.08938326284633633,0.2656421329691396,0.25341469083513607,0.13296797598279356,0.0009250103170423936,-1300.3222505197616,-1155.2746890264925,True,True
130,0.1,0.1,0.2,0.25,"[[], []]",30,0.36816923872379204,0.1485338054192735,0.0809083039806468,0.08008184403857563,0.05331931376997,0.2679905437747598,0.2479126310995089,0.1243129167731193,0.002110482210526203,-1243.6152062322478,-1124.402456542875,True,True
131,0.1,0.1,0.2,0.25,"[[], []]",31,0.16411106038358375,0.09050885516450041,0.5695286053044197,0.08760752016702222,0.09146544311707056,0.20426518258475884,0.2521594005197324,0.12286624352387766,0.0005290040933284711,-1255.7439924912721,-1143.8299664845104,True,True
132,0.1,0.1,0.2,0.25,"[[], []]",32,0.20445514635912215,0.06396988922778628,0.5459528087446401,0.10312935115369706,0.08685467605065313,0.22056934142693935,0.28037416048693625,0.11499654660104097,0.004163761812487144,-1309.8307290624523,-1212.7488776491457,True,True
133,0.1,0.1,0.2,0.25,"[[], []]",33,0.25508799144469413,0.1323247979013428,0.3484147689729305,0.094666635486447,0.09477814757443305,0.21949964138699654,0.2579549847737802,0.11087486740974642,0.0005347446653080565,-1260.1367727080008,-1146.102882154499,True,True
134,0.1,0.1,0.2,0.25,"[[], []]",34,0.29922062517400777,0.14651603845019662,0.2247231506448456,0.10967079678569394,0.14405639480312635,0.19205507400436952,0.21952173046838563,0.10793116660076886,0.003145466780523905,-1242.4149001750313,-1164.1775637719018,True,True
135,0.1,0.1,0.2,0.25,"[[], []]",35,0.39848069757284504,0.1675047432637405,0.11368491065070345,0.09848764431870681,0.11053891829966529,0.19525000222069053,0.2735403923562023,0.13281190666453788,0.002614463820155206,-1327.6134292942008,-1196.3364924593873,True,True
136,0.1,0.1,0.2,0.25,"[[], []]",36,0.38800226397795695,0.08870464674880565,0.20319273130207693,0.09363635679527088,0.10115080426967517,0.17804320408431426,0.2953556233417763,0.13798178755364351,0.005857947517886614,-1334.790883635595,-1202.9552752116308,True,True
137,0.1,0.1,0.2,0.25,"[[], []]",37,0.3398843450130302,0.24326755329632255,0.0425161924448647,0.14650069505818697,0.17218489547921015,0.020988494352328538,0.22558504422540715,0.1274040868173091,0.007624525460087225,-1218.4773842518441,-1106.618081189624,True,True
138,0.1,0.1,0.2,0.25,"[[], []]",38,0.33590238919291227,0.12737731381177905,0.23810326027998924,0.11585761514106564,0.0995492051430221,0.20049283660225453,0.24914683292952267,0.13205926727947026,0.0005522770058754517,-1308.6565598360553,-1196.424210057275,True,True
139,0.1,0.1,0.2,0.25,"[[], []]",39,0.1491083570593184,0.11825202714615148,0.60619341455612,0.11399659887533226,0.14393805608708907,0.14203589416213108,0.26672073055565404,0.13488925794977388,0.003065661583855538,-1313.523609143043,-1201.0627841417806,True,True
140,0.1,0.1,0.2,0.25,"[[], []]",40,0.34521437119615417,0.17055172212140757,0.14878977054613754,0.1000834091869153,0.13277491451853957,0.12526845674044593,0.2818105156529935,0.135651614486794,0.0035210724836107618,-1273.4697793011796,-1140.2424819926323,True,True
141,0.1,0.1,0.2,0.25,"[[], []]",41,0.3555836508714976,0.14407971133547468,0.23945609885980285,0.07983996623682976,0.12055299103954975,0.2699726900778733,0.25832933430097993,0.12654948017880288,0.0053349613666237965,-1356.224493690639,-1224.891660860998,True,True
142,0.1,0.1,0.2,0.25,"[[], []]",42,0.17276422192810037,0.11123582247389581,0.5060019408223904,0.10153647305128445,0.10902082547511015,0.23802440580742312,0.1980107926076622,0.12827653343230552,0.006864967221972466,-1212.3672630151837,-1124.3690678699456,True,True
143,0.1,0.1,0.2,0.25,"[[], []]",43,0.36929747224785725,0.21666450939908968,3.750139872006376e-05,0.08794270274970836,0.13241765881654038,0.21056739254431617,0.22354664411963446,0.12269834427670216,0.0029755575972315582,-1224.080528005401,-1121.404186156709,True,True
144,0.1,0.1,0.2,0.25,"[[], []]",44,0.42221173384041943,0.14304003436335663,0.0013171323995322143,0.11220451178823466,0.05673946907504089,0.2440763247024343,0.22703219297758406,0.12809608025849648,0.002837779278889307,-1265.345231157841,-1165.0846667655687,True,True
145,0.1,0.1,0.2,0.25,"[[], []]",45,0.43850696383985427,0.10076405973248295,0.0014312752128002844,0.117862734078581,0.09825124130242935,0.20791409075350037,0.23051037507295793,0.12377797504055939,0.0009599024410450152,-1265.5248049852814,-1170.2159196145208,True,True
146,0.1,0.1,0.2,0.25,"[[], []]",46,0.35921008873081006,0.16078337783548208,0.14523914818877812,0.09798705051569108,0.08320621093873054,0.24920810154708867,0.23751611463517974,0.14326873899176906,0.0009368914149062979,-1291.483977043079,-1185.0077735206314,True,True
147,0.1,0.1,0.2,0.25,"[[], []]",47,0.22883746090607573,0.12365410130517211,0.4038914016242719,0.08788476359588085,0.1222976680088263,0.2613700287744452,0.21551064794149813,0.11172150924895773,0.003438382656987641,-1252.7338683753192,-1154.705931271038,True,True
148,0.1,0.1,0.2,0.25,"[[], []]",48,0.35401413891879663,0.25579093924881,0.11205735516222932,0.08297904207116158,0.12577108401861964,0.21317524598792625,0.24082715170145008,0.21210505989626358,0.0018783158754460702,-1305.0514138082187,-1167.0942344353841,True,True
